Account,Month,Recognized,MH,Org_name
Banque Nationale du Canada - BNC (Lyne),11/1/2018 0:00:00,330,237.7713757,Banque Nationale du Canada (Groupe Lyne D'amico)
Banque Nationale du Canada - BNC (Lyne),10/1/2018 0:00:00,314.25,0,Banque Nationale du Canada (Groupe Lyne D'amico)
Banque Nationale du Canada - BNC (Lyne),9/1/2018 0:00:00,307.5,0,Banque Nationale du Canada (Groupe Lyne D'amico)
Banque Nationale du Canada - BNC (Lyne),8/1/2018 0:00:00,307.5,0,Banque Nationale du Canada (Groupe Lyne D'amico)
Banque Nationale du Canada - BNC (Stephane),11/1/2018 0:00:00,3412.5,2423.191087,Banque Nationale du Canada (Groupe Stephane Bérubé)
Banque Nationale du Canada - BNC (Stephane),10/1/2018 0:00:00,3265.88,0,Banque Nationale du Canada (Groupe Stephane Bérubé)
Banque Nationale du Canada - BNC (Stephane),9/1/2018 0:00:00,3210,0,Banque Nationale du Canada (Groupe Stephane Bérubé)
Banque Nationale du Canada - BNC (Stephane),8/1/2018 0:00:00,3210,0,Banque Nationale du Canada (Groupe Stephane Bérubé)
Banque Nationale du Canada - October 2018,10/1/2018 0:00:00,612.58,0,
"BCF s.e.n.c.rl. - - Services Dialogue pour l'ensemble des employés et leur famille (conjoints/enfants) 
- Accès illimité aux infirmiers, médecins et spécialistes médicaux ",11/1/2018 0:00:00,4720,0,
"BCF s.e.n.c.rl. - - Services Dialogue pour l'ensemble des employés et leur famille (conjoints/enfants) 
- Accès illimité aux infirmiers, médecins et spécialistes médicaux ",10/1/2018 0:00:00,4600,0,
"BCF s.e.n.c.rl. - - Services Dialogue pour l'ensemble des employés et leur famille (conjoints/enfants) 
- Accès illimité aux infirmiers, médecins et spécialistes médicaux ",9/1/2018 0:00:00,4910,0,
"BCF s.e.n.c.rl. - - Services Dialogue pour l'ensemble des employés et leur famille (conjoints/enfants) 
- Accès illimité aux infirmiers, médecins et spécialistes médicaux ",8/1/2018 0:00:00,4680,0,
"BCG - 1401.118.130.521500.000118 - Unlimited Family access to nurses and physicians on Dialogue platform

- September 2018",9/1/2018 0:00:00,2424,0,
Bernard & Brassard s.e.n.c.r.l (Employés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 18.87 adhésions à $9.00,8/1/2018 0:00:00,169.83,0,
Bernard & Brassard s.e.n.c.r.l (Employés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 18.87 adhésions à $9.00,11/1/2018 0:00:00,169.83,0,
Bernard & Brassard s.e.n.c.r.l (Employés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 19.94 adhésions à $9.00,10/1/2018 0:00:00,179.46,0,
Bernard & Brassard s.e.n.c.r.l (Employés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 20.00 adhésions à $9.00,9/1/2018 0:00:00,180,0,
Bernard & Brassard s.e.n.c.r.l (Professionnels) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 18.00 adhésions à $9.00,8/1/2018 0:00:00,162,0,
Bernard & Brassard s.e.n.c.r.l (Professionnels) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 17.00 adhésions à $9.00,11/1/2018 0:00:00,153,0,
Bernard & Brassard s.e.n.c.r.l (Professionnels) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 17.00 adhésions à $9.00,10/1/2018 0:00:00,153,0,
Bernard & Brassard s.e.n.c.r.l (Professionnels) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 17.63 adhésions à $9.00,9/1/2018 0:00:00,158.67,0,
Big Bang ERP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 01-31 2018 ---- 51.00 memberships at $9.00,8/1/2018 0:00:00,459,0,
Big Bang ERP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 51.00 memberships at $9.00,11/1/2018 0:00:00,459,0,
Big Bang ERP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 51.00 memberships at $9.00,10/1/2018 0:00:00,459,0,
Big Bang ERP - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 51.00 memberships at $9.00,9/1/2018 0:00:00,459,0,
Bistanco Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 01-31 2018 ---- 14.03 adhésions à $9.00,8/1/2018 0:00:00,126.27,0,
BistanGo Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 14.93 adhésions à $9.00,11/1/2018 0:00:00,134.37,0,
BistanGo Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 14.00 adhésions à $9.00,10/1/2018 0:00:00,126,0,
BistanGo Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 14.00 adhésions à $9.00,9/1/2018 0:00:00,126,0,
Blache Yong & Co. - Round off difference,9/1/2018 0:00:00,0.01,0,
Blache Yong & Co. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018,8/1/2018 0:00:00,200,0,
Blache Yong & Co. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 13.53 memberships at $15.00,11/1/2018 0:00:00,202.95,0,
Blache Yong & Co. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 14.00 memberships at $15.00,10/1/2018 0:00:00,210,0,
Blache Yong & Co. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 13.70 memberships at $15.00,9/1/2018 0:00:00,205.5,0,
"Blake, Cassels & Graydon LLP (Alberta) - Unlimited access to nurses and physicians on Dialogue platform - Credit",11/1/2018 0:00:00,-111.67,0,
"Blake, Cassels & Graydon LLP (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 74.00 memberships at $10.00",8/1/2018 0:00:00,740,0,
"Blake, Cassels & Graydon LLP (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 74.00 memberships at $10.00",11/1/2018 0:00:00,740,0,
"Blake, Cassels & Graydon LLP (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 72.71 memberships at $10.00",10/1/2018 0:00:00,727.1,0,
"Blake, Cassels & Graydon LLP (Alberta) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 73.17 memberships at $10.00",9/1/2018 0:00:00,731.7,0,
"Blake, Cassels & Graydon LLP (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform - Credit",11/1/2018 0:00:00,-83,0,
"Blake, Cassels & Graydon LLP (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 55.00 memberships at $10.00",8/1/2018 0:00:00,550,0,
"Blake, Cassels & Graydon LLP (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 52.90 memberships at $10.00",11/1/2018 0:00:00,529,0,
"Blake, Cassels & Graydon LLP (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 53.48 memberships at $10.00",10/1/2018 0:00:00,534.8,0,
"Blake, Cassels & Graydon LLP (British-Columbia) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 56.43 memberships at $10.00",9/1/2018 0:00:00,564.3,0,
"Blake, Cassels & Graydon LLP (Ontario) - Unlimited access to nurses and physicians on Dialogue platform - Note Credit",11/1/2018 0:00:00,-367.34,0,
"Blake, Cassels & Graydon LLP (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 178.39 memberships at $10.00",8/1/2018 0:00:00,1783.9,0,
"Blake, Cassels & Graydon LLP (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 178.37 memberships at $10.00",11/1/2018 0:00:00,1783.7,0,
"Blake, Cassels & Graydon LLP (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 170.45 memberships at $10.00",10/1/2018 0:00:00,1704.5,0,
"Blake, Cassels & Graydon LLP (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 171.70 memberships at $10.00",9/1/2018 0:00:00,1717,0,
"Blake, Cassels & Graydon LLP (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue - Note de credit",11/1/2018 0:00:00,-47.33,0,
"Blake, Cassels & Graydon LLP (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 58.39 adhésions à $10.00",8/1/2018 0:00:00,583.9,0,
"Blake, Cassels & Graydon LLP (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 53.40 adhésions à $10.00",11/1/2018 0:00:00,534,0,
"Blake, Cassels & Graydon LLP (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 54.03 adhésions à $10.00",10/1/2018 0:00:00,540.3,0,
"Blake, Cassels & Graydon LLP (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 56.40 adhésions à $10.00",9/1/2018 0:00:00,564,0,
Bloc solutions - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 04-31 2018,8/1/2018 0:00:00,180.65,0,Z - Churned - Bloc solutions
Bloc solutions - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018,11/1/2018 0:00:00,200,0,Z - Churned - Bloc solutions
Bloc solutions - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018,10/1/2018 0:00:00,200,0,Z - Churned - Bloc solutions
Bloc solutions - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018,9/1/2018 0:00:00,200,0,Z - Churned - Bloc solutions
Bo Bébé - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 65.52 adhésions à $11.00,8/1/2018 0:00:00,720.72,0,
Bo Bébé - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 66.00 adhésions à $11.00,11/1/2018 0:00:00,726,0,
Bo Bébé - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 66.00 adhésions à $11.00,10/1/2018 0:00:00,726,0,
Bo Bébé - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 66.00 adhésions à $11.00,9/1/2018 0:00:00,726,0,
Bombardier Produits Récréatifs Inc. (Salariés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 1432.03 adhésions à $7.50,8/1/2018 0:00:00,10740.22,0,
Bombardier Produits Récréatifs Inc. (Salariés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 1437.97 adhésions à $7.50,11/1/2018 0:00:00,10784.78,0,
Bombardier Produits Récréatifs Inc. (Salariés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 1436.13 adhésions à $7.50,10/1/2018 0:00:00,10770.98,0,
Bombardier Produits Récréatifs Inc. (Salariés) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 1432.20 adhésions à $7.50,9/1/2018 0:00:00,10741.5,0,
Bombardier Produits Récréatifs Inc. (Salariés) - Round off difference,10/1/2018 0:00:00,0.01,0,
Bombardier Produits Récréatifs Inc. (Usine) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 222.42 adhésions à $7.50,8/1/2018 0:00:00,1668.15,0,
Bombardier Produits Récréatifs Inc. (Usine) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 242.63 adhésions à $7.50,11/1/2018 0:00:00,1819.72,0,
Bombardier Produits Récréatifs Inc. (Usine) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 235.71 adhésions à $7.50,10/1/2018 0:00:00,1767.82,0,
Bombardier Produits Récréatifs Inc. (Usine) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 228.67 adhésions à $7.50,9/1/2018 0:00:00,1715.02,0,
Bombardier Produits Récréatifs Inc. (Usine) - Round off difference,11/1/2018 0:00:00,0.01,0,
Borrowell Inc. - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 05-30 2018 ---- 44.74 memberships at $9.00,11/1/2018 0:00:00,402.66,0,
Brassard Goulet Yargeau - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 43.32 adhésions à $12.00,8/1/2018 0:00:00,519.84,0,
Brassard Goulet Yargeau - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 46.33 adhésions à $12.00,11/1/2018 0:00:00,555.96,0,
Brassard Goulet Yargeau - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 45.94 adhésions à $12.00,10/1/2018 0:00:00,551.28,0,
Brassard Goulet Yargeau - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 43.87 adhésions à $12.00,9/1/2018 0:00:00,526.44,0,
Brassard Goulet Yargeau - Round off difference,8/1/2018 0:00:00,-0.01,0,
Breathe Life - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 8.13 adhésions à $8.00,8/1/2018 0:00:00,65.04,0,
Breathe Life - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 11.53 adhésions à $8.00,11/1/2018 0:00:00,92.24,0,
Breathe Life - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 10.55 adhésions à $8.00,10/1/2018 0:00:00,84.4,0,
Breathe Life - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 9.70 adhésions à $8.00,9/1/2018 0:00:00,77.6,0,
Breathe Life - Double Payment,9/1/2018 0:00:00,65.04,0,
Broadsign Canada company - Ontario - Round off difference,11/1/2018 0:00:00,0.01,0,
Broadsign Canada company - Ontario - Round off difference,10/1/2018 0:00:00,-0.01,0,
Broadsign Canada company - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 6.00 memberships at $9.00,8/1/2018 0:00:00,54,0,
Broadsign Canada company - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 7.57 memberships at $9.00,11/1/2018 0:00:00,68.13,0,
Broadsign Canada company - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 6.52 memberships at $9.00,10/1/2018 0:00:00,58.68,0,
Broadsign Canada company - Ontario - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 6.00 memberships at $9.00,9/1/2018 0:00:00,54,0,
Broadsign Canada company - Overpayment,11/1/2018 0:00:00,-5.87,0,Broadsign Canada company - Quebec
Broadsign Canada company - Round off difference,11/1/2018 0:00:00,0.01,0,Broadsign Canada company - Quebec
Broadsign Canada company - Round off difference,10/1/2018 0:00:00,0.01,0,Broadsign Canada company - Quebec
Broadsign Canada company - Round off difference,9/1/2018 0:00:00,-0.01,0,Broadsign Canada company - Quebec
Broadsign Canada company - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 93.32 memberships at $9.00,8/1/2018 0:00:00,839.88,0,Broadsign Canada company - Quebec
Broadsign Canada company - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 90.50 memberships at $9.00,11/1/2018 0:00:00,814.5,0,Broadsign Canada company - Quebec
Broadsign Canada company - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 91.39 memberships at $9.00,10/1/2018 0:00:00,822.51,0,Broadsign Canada company - Quebec
Broadsign Canada company - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 92.67 memberships at $9.00,9/1/2018 0:00:00,834.03,0,Broadsign Canada company - Quebec
Buckingham Chrysler Jeep Dodge Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 01-31 2018 ---- 25.71 adhésions à $9.00,8/1/2018 0:00:00,231.39,0,
Buckingham Chrysler Jeep Dodge Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 28.90 adhésions à $9.00,11/1/2018 0:00:00,260.1,0,
Buckingham Chrysler Jeep Dodge Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 28.16 adhésions à $9.00,10/1/2018 0:00:00,253.44,0,
Buckingham Chrysler Jeep Dodge Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 26.00 adhésions à $9.00,9/1/2018 0:00:00,234,0,
Buckingham Chrysler Jeep Dodge Inc. - Round off difference,11/1/2018 0:00:00,0.01,0,
Buckingham Toyota Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 01-31 2018 ---- 26.90 adhésions à $9.00,8/1/2018 0:00:00,242.1,0,
Buckingham Toyota Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 30.80 adhésions à $9.00,11/1/2018 0:00:00,277.2,0,
Buckingham Toyota Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 28.81 adhésions à $9.00,10/1/2018 0:00:00,259.29,0,
Buckingham Toyota Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 28.03 adhésions à $9.00,9/1/2018 0:00:00,252.27,0,
Buckingham Toyota Inc. - Round off difference,10/1/2018 0:00:00,-0.01,0,
Buckingham Toyota Inc. - Round off difference,9/1/2018 0:00:00,-0.01,0,
Buckingham Toyota Inc. - Round off difference,8/1/2018 0:00:00,0.01,0,
"Cabinet d'Assurances Banque Nationale - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access


",11/1/2018 0:00:00,162,0,
"Cabinet d'Assurances Banque Nationale - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access


",10/1/2018 0:00:00,162,0,
"Cabinet d'Assurances Banque Nationale - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access


",9/1/2018 0:00:00,162,0,
"Cabinet d'Assurances Banque Nationale - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access


",8/1/2018 0:00:00,162,0,
Campus 3 - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 29-30 2018 ---- 2.20 adhésions à $9.00,11/1/2018 0:00:00,19.8,0,
"Canadian Bank Note Company, Limited - Unlimited access to nurses and physicians on Dialogue platform",11/1/2018 0:00:00,4719.68,0,"GWL (Canadian Bank Note Company, Limited)"
"Canadian Bank Note Company, Limited - Unlimited access to nurses and physicians on Dialogue platform",10/1/2018 0:00:00,4719.68,0,"GWL (Canadian Bank Note Company, Limited)"
"Canadian Bank Note Company, Limited - Unlimited access to nurses and physicians on Dialogue platform",9/1/2018 0:00:00,4719.68,0,"GWL (Canadian Bank Note Company, Limited)"
"Canadian Bank Note Company, Limited - Unlimited access to nurses and physicians on Dialogue platform",8/1/2018 0:00:00,4719.68,0,"GWL (Canadian Bank Note Company, Limited)"
Canado-Nacan Équipement Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 31.03 adhésions à $15.00,8/1/2018 0:00:00,465.45,0,
Canado-Nacan Équipement Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 31.60 adhésions à $15.00,11/1/2018 0:00:00,474,0,
Canado-Nacan Équipement Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 31.00 adhésions à $15.00,10/1/2018 0:00:00,465,0,
Canado-Nacan Équipement Inc. - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 31.03 adhésions à $15.00,9/1/2018 0:00:00,465.45,0,
Casot ltée - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 01-31 2018 ---- 12.00 adhésions à $9.00,8/1/2018 0:00:00,108,0,
Casot ltée - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 11.00 adhésions à $9.00,11/1/2018 0:00:00,99,0,
Casot ltée - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 11.52 adhésions à $9.00,10/1/2018 0:00:00,103.68,0,
Casot ltée - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 12.00 adhésions à $9.00,9/1/2018 0:00:00,108,0,
Casot ltée - Round off difference,10/1/2018 0:00:00,-0.01,0,
CCAP - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 55.00 adhésions à $15.00,8/1/2018 0:00:00,825,0,
CCAP - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 55.00 adhésions à $15.00,11/1/2018 0:00:00,825,0,
CCAP - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 55.00 adhésions à $15.00,10/1/2018 0:00:00,825,0,
CCAP - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 55.00 adhésions à $15.00,9/1/2018 0:00:00,825,0,
Cedrom - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 82.42 adhésions à $12.00,8/1/2018 0:00:00,989.04,0,
Cedrom - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 77.00 adhésions à $12.00,11/1/2018 0:00:00,924,0,
Cedrom - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 77.65 adhésions à $12.00,10/1/2018 0:00:00,931.8,0,
Cedrom - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 80.40 adhésions à $12.00,9/1/2018 0:00:00,964.8,0,
Cesium Telecom (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 2.00 memberships at $6.00,8/1/2018 0:00:00,12,0,
Cesium Telecom (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 2.00 memberships at $6.00,11/1/2018 0:00:00,12,0,
Cesium Telecom (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 2.00 memberships at $6.00,10/1/2018 0:00:00,12,0,
Cesium Telecom (BC) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 2.00 memberships at $6.00,9/1/2018 0:00:00,12,0,
Cesium Telecom (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 4.00 memberships at $6.00,8/1/2018 0:00:00,24,0,
Cesium Telecom (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 4.00 memberships at $6.00,11/1/2018 0:00:00,24,0,
Cesium Telecom (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 4.00 memberships at $6.00,10/1/2018 0:00:00,24,0,
Cesium Telecom (Ontario) - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 4.00 memberships at $6.00,9/1/2018 0:00:00,24,0,
Cesium Telecom (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 38.00 adhésions à $6.00,8/1/2018 0:00:00,228,0,
Cesium Telecom (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 38.47 adhésions à $6.00,11/1/2018 0:00:00,230.82,0,
Cesium Telecom (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 39.00 adhésions à $6.00,10/1/2018 0:00:00,234,0,
Cesium Telecom (Quebec) - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 38.90 adhésions à $6.00,9/1/2018 0:00:00,233.4,0,
Cesium Telecom (Quebec) - Round off difference,11/1/2018 0:00:00,-0.01,0,
"Cirque du Soleil Canada Inc - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access

- August 2018",8/1/2018 0:00:00,11394,0,
"Cirque du Soleil Canada Inc - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access

- November 2018",11/1/2018 0:00:00,8378.5,0,
"Cirque du Soleil Canada Inc - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access

- October 2018",10/1/2018 0:00:00,8307,0,
"Cirque du Soleil Canada Inc - - Unlimited access to nurses and physicians on Dialogue platform
- Family Access

- September 2018",9/1/2018 0:00:00,8255,0,
"Cirque du Soleil Canada Inc - Retroactive adjustment as per the new contract agreement.

- August 2018",8/1/2018 0:00:00,-3165,0,
Clairvest - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 32.00 memberships at $9.00,8/1/2018 0:00:00,288,0,
Clairvest - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 32.27 memberships at $9.00,11/1/2018 0:00:00,290.43,0,
Clairvest - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 32.00 memberships at $9.00,10/1/2018 0:00:00,288,0,
Clairvest - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 32.00 memberships at $9.00,9/1/2018 0:00:00,288,0,
Clarins Alberta - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 4.10 adhésions à $9.00,8/1/2018 0:00:00,36.9,0,
Clarins Alberta - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 4.00 adhésions à $9.00,11/1/2018 0:00:00,36,0,
Clarins Alberta - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 4.00 adhésions à $9.00,10/1/2018 0:00:00,36,0,
Clarins Alberta - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 4.00 adhésions à $9.00,9/1/2018 0:00:00,36,0,
Clarins BC - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- août 2018 ---- 7.65 adhésions à $9.00,8/1/2018 0:00:00,68.85,0,
Clarins BC - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- novembre 2018 ---- 7.00 adhésions à $9.00,11/1/2018 0:00:00,63,0,
Clarins BC - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- octobre 2018 ---- 7.00 adhésions à $9.00,10/1/2018 0:00:00,63,0,
Clarins BC - Accès illimité aux infirmières et aux médecins sur la plateforme Dialogue --------------- septembre 2018 ---- 7.00 adhésions à $9.00,9/1/2018 0:00:00,63,0,
Clarins Manitoba - Unlimited access to nurses and physicians on Dialogue platform -------------------------- August 2018 ---- 2.00 memberships at $9.00,8/1/2018 0:00:00,18,0,
Clarins Manitoba - Unlimited access to nurses and physicians on Dialogue platform -------------------------- November 2018 ---- 2.00 memberships at $9.00,11/1/2018 0:00:00,18,0,
Clarins Manitoba - Unlimited access to nurses and physicians on Dialogue platform -------------------------- October 2018 ---- 2.00 memberships at $9.00,10/1/2018 0:00:00,18,0,
Clarins Manitoba - Unlimited access to nurses and physicians on Dialogue platform -------------------------- September 2018 ---- 2.00 memberships at $9.00,9/1/2018 0:00:00,18,0,
