account_id,account_name,revenue_type,amount,date_month
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,0.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,1166.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,17.24,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-3.61,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-4.00,2018-05-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,1103.55,2018-06-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,5.04,2018-06-01
0016A000005UHzGQAW,Borden Ladner Gervais (BLG),TeleHealth,-0.22,2018-06-01
0016A000005UHETQA4,Borrowell,TeleHealth,402.66,2018-11-01
0016A000005UHETQA4,Borrowell,TeleHealth,0.00,2018-11-01
0016A000005UHETQA4,Borrowell,TeleHealth,491.22,2018-12-01
0016A000005UHETQA4,Borrowell,TeleHealth,0.00,2018-12-01
0016A000005UHETQA4,Borrowell,TeleHealth,499.68,2019-01-01
0016A000005UHETQA4,Borrowell,TeleHealth,498.87,2019-02-01
0016A00000er5vrQAA,Boyer & Associates,TeleHealth,28.44,2018-12-01
0016A00000er5vrQAA,Boyer & Associates,TeleHealth,0.00,2018-12-01
0016A00000er5vrQAA,Boyer & Associates,TeleHealth,22.25,2019-01-01
0016A00000er5vrQAA,Boyer & Associates,TeleHealth,21.33,2019-02-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,464.52,2017-12-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,-0.02,2018-01-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,433.88,2018-01-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,15.48,2018-01-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.02,2018-02-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,377.08,2018-02-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,6.50,2018-02-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-02-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,14.46,2018-02-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,418.06,2018-03-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-03-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,13.97,2018-03-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.24,2018-03-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,452.40,2018-04-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,20.94,2018-04-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,13.94,2018-04-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,452.90,2018-05-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,15.60,2018-05-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.72,2018-05-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,482.04,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,5.78,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,-0.01,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,-5.78,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,5.78,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,15.10,2018-06-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,493.20,2018-07-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,519.84,2018-08-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,-0.01,2018-08-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-08-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-08-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,526.44,2018-09-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-09-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,551.28,2018-10-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-10-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,555.96,2018-11-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-11-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,585.24,2018-12-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,0.00,2018-12-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,610.80,2019-01-01
0016A000005UIBBQA4,Brassard Goulet Yargeau,TeleHealth,605.16,2019-02-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,18.58,2018-03-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,17.60,2018-04-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,29.42,2018-04-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,18.58,2018-05-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,30.40,2018-05-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,19.20,2018-06-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,29.42,2018-06-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,60.88,2018-07-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,-0.01,2018-07-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,65.04,2018-08-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,0.00,2018-08-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,77.60,2018-09-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,65.04,2018-09-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,0.00,2018-09-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,0.00,2018-09-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,84.40,2018-10-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,0.00,2018-10-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,92.24,2018-11-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,0.00,2018-11-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,99.36,2018-12-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,0.00,2018-12-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,104.48,2019-01-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,-0.01,2019-01-01
0016A00000Ihc8sQAB,Breathe Life,TeleHealth,114.56,2019-02-01
0016A00000dYT1QQAW,Brian Mallard and Associates,TeleHealth,170.64,2018-11-01
0016A00000dYT1QQAW,Brian Mallard and Associates,TeleHealth,168.58,2018-12-01
0016A00000dYT1QQAW,Brian Mallard and Associates,TeleHealth,0.00,2018-12-01
0016A00000dYT1QQAW,Brian Mallard and Associates,TeleHealth,0.00,2018-12-01
0016A00000dYT1QQAW,Brian Mallard and Associates,TeleHealth,176.11,2019-01-01
0016A00000dYT1QQAW,Brian Mallard and Associates,TeleHealth,177.75,2019-02-01
0016A00000NBjhfQAD,Bridor (Groupe Le Duff,TeleHealth,1280.61,2019-02-01
0016A000005UHhEQAW,BroadSign,TeleHealth,19.50,2018-04-01
0016A000005UHhEQAW,BroadSign,TeleHealth,327.60,2018-04-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-3.87,2018-04-01
0016A000005UHhEQAW,BroadSign,TeleHealth,20.32,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,341.42,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,4.03,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-2.16,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,25.50,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,428.40,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-5.05,2018-05-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-0.01,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.01,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-8.90,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,25.20,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,8.90,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-20.03,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.01,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,8.90,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,20.03,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,24.68,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.01,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,414.58,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,4.89,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-5.29,2018-06-01
0016A000005UHhEQAW,BroadSign,TeleHealth,54.00,2018-07-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-0.01,2018-07-01
0016A000005UHhEQAW,BroadSign,TeleHealth,838.44,2018-07-01
0016A000005UHhEQAW,BroadSign,TeleHealth,54.00,2018-08-01
0016A000005UHhEQAW,BroadSign,TeleHealth,839.88,2018-08-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-08-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-08-01
0016A000005UHhEQAW,BroadSign,TeleHealth,54.00,2018-09-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-0.01,2018-09-01
0016A000005UHhEQAW,BroadSign,TeleHealth,834.03,2018-09-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-09-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-09-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-09-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-0.01,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,58.68,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.01,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,822.51,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-10-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.01,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,68.13,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-5.87,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.01,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,814.50,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-11-01
0016A000005UHhEQAW,BroadSign,TeleHealth,81.00,2018-12-01
0016A000005UHhEQAW,BroadSign,TeleHealth,843.39,2018-12-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-12-01
0016A000005UHhEQAW,BroadSign,TeleHealth,0.00,2018-12-01
0016A000005UHhEQAW,BroadSign,TeleHealth,81.00,2019-01-01
0016A000005UHhEQAW,BroadSign,TeleHealth,-0.01,2019-01-01
0016A000005UHhEQAW,BroadSign,TeleHealth,854.46,2019-01-01
0016A000005UHhEQAW,BroadSign,TeleHealth,81.00,2019-02-01
0016A000005UHhEQAW,BroadSign,TeleHealth,861.75,2019-02-01
0016A000005UIH5QAO,BRP,TeleHealth,-0.01,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,0.01,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,-5.56,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,5.56,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,7728.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,-7728.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,-89.03,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,89.03,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,-1.94,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,1.94,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,2688.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,-2688.00,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,8145.82,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,-30.97,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,30.97,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,833.70,2018-05-01
0016A000005UIH5QAO,BRP,TeleHealth,10540.72,2018-06-01
0016A000005UIH5QAO,BRP,TeleHealth,0.01,2018-06-01
0016A000005UIH5QAO,BRP,TeleHealth,1538.78,2018-06-01
0016A000005UIH5QAO,BRP,TeleHealth,10717.72,2018-07-01
0016A000005UIH5QAO,BRP,TeleHealth,1625.55,2018-07-01
0016A000005UIH5QAO,BRP,TeleHealth,10740.22,2018-08-01
0016A000005UIH5QAO,BRP,TeleHealth,1668.15,2018-08-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-08-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-08-01
0016A000005UIH5QAO,BRP,TeleHealth,10741.50,2018-09-01
0016A000005UIH5QAO,BRP,TeleHealth,1715.02,2018-09-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-09-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-09-01
0016A000005UIH5QAO,BRP,TeleHealth,10770.98,2018-10-01
0016A000005UIH5QAO,BRP,TeleHealth,0.01,2018-10-01
0016A000005UIH5QAO,BRP,TeleHealth,1767.82,2018-10-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-10-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-10-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-10-01
0016A000005UIH5QAO,BRP,TeleHealth,10784.78,2018-11-01
0016A000005UIH5QAO,BRP,TeleHealth,1819.72,2018-11-01
0016A000005UIH5QAO,BRP,TeleHealth,0.01,2018-11-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-11-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-11-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-11-01
0016A000005UIH5QAO,BRP,TeleHealth,18819.68,2018-12-01
0016A000005UIH5QAO,BRP,TeleHealth,-0.01,2018-12-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-12-01
0016A000005UIH5QAO,BRP,TeleHealth,0.00,2018-12-01
0016A000005UIH5QAO,BRP,TeleHealth,19170.00,2019-01-01
0016A000005UIH5QAO,BRP,TeleHealth,19170.00,2019-02-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,231.39,2018-08-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,242.10,2018-08-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.01,2018-08-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-08-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-08-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-08-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,234.00,2018-09-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,252.27,2018-09-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,-0.01,2018-09-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-09-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-09-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-09-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,253.44,2018-10-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,259.29,2018-10-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,-0.01,2018-10-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-10-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-10-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-10-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,260.10,2018-11-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.01,2018-11-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,277.20,2018-11-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-11-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-11-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-11-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,256.32,2018-12-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.01,2018-12-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,291.15,2018-12-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-12-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-12-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,0.00,2018-12-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,261.00,2019-01-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,304.29,2019-01-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,-0.01,2019-01-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,259.74,2019-02-01
0016A00000RkhOYQAZ,Buckingham Chrysler Jeep Dodge,TeleHealth,319.50,2019-02-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,156.42,2018-11-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,170.64,2018-12-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,0.00,2018-12-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,0.00,2018-12-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,164.45,2019-01-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,-0.01,2019-01-01
0016A00000aLfVzQAK,BZ Inc,TeleHealth,163.53,2019-02-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,252.00,2018-09-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,0.00,2018-09-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,378.42,2018-10-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,0.00,2018-10-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,378.00,2018-11-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,0.00,2018-11-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,378.00,2018-12-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,0.00,2018-12-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,378.00,2019-01-01
0016A00000VrrFpQAJ,C3 Solutions Inc.,TeleHealth,392.00,2019-02-01
0016A000005UI7rQAG,Cabinet d'assurance Banque Nationale,TeleHealth,162.00,2019-01-01
0016A000005UI7rQAG,Cabinet d'assurance Banque Nationale,TeleHealth,162.00,2019-02-01
0016A00000caXn5QAE,Campus 3,TeleHealth,19.80,2018-11-01
0016A00000caXn5QAE,Campus 3,TeleHealth,0.00,2018-11-01
0016A00000caXn5QAE,Campus 3,TeleHealth,288.27,2018-12-01
0016A00000caXn5QAE,Campus 3,TeleHealth,-0.01,2018-12-01
0016A00000caXn5QAE,Campus 3,TeleHealth,0.00,2018-12-01
0016A00000caXn5QAE,Campus 3,TeleHealth,0.00,2018-12-01
0016A00000caXn5QAE,Campus 3,TeleHealth,287.46,2019-01-01
0016A00000caXn5QAE,Campus 3,TeleHealth,-0.01,2019-01-01
0016A00000caXn5QAE,Campus 3,TeleHealth,279.00,2019-02-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,165.78,2018-04-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,165.97,2018-05-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,5.72,2018-05-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4678.52,2018-06-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,5.53,2018-06-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2018-07-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,0.00,2018-07-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2018-08-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,0.00,2018-08-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2018-09-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,0.00,2018-09-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2018-10-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,0.00,2018-10-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2018-11-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2018-12-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,0.00,2018-12-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,0.00,2019-01-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2019-01-01
0016A00000IkfVsQAJ,Canadian Bank Note,TeleHealth,4719.68,2019-02-01
0016A00000ermIeQAI,Canadian Bison Association,TeleHealth,13.79,2018-12-01
0016A00000ermIeQAI,Canadian Bison Association,TeleHealth,0.00,2018-12-01
0016A00000ermIeQAI,Canadian Bison Association,TeleHealth,21.33,2019-01-01
0016A00000ermIeQAI,Canadian Bison Association,TeleHealth,15.71,2019-02-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,247.95,2018-06-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,465.00,2018-07-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,465.45,2018-08-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,0.00,2018-08-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,465.45,2018-09-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,0.00,2018-09-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,465.00,2018-10-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,0.00,2018-10-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,474.00,2018-11-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,0.00,2018-11-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,480.00,2018-12-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,0.00,2018-12-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,480.00,2019-01-01
0016A00000NBj3dQAD,Canado Nacan,TeleHealth,531.45,2019-02-01
0016A00000hqMYUQA2,Canso Investment Counsel Ltd,TeleHealth,583.80,2019-02-01
0016A000005UICrQAO,CCAP,TeleHealth,777.13,2017-12-01
0016A000005UICrQAO,CCAP,TeleHealth,-0.01,2017-12-01
0016A000005UICrQAO,CCAP,TeleHealth,783.87,2018-01-01
0016A000005UICrQAO,CCAP,TeleHealth,25.90,2018-01-01
0016A000005UICrQAO,CCAP,TeleHealth,0.00,2018-01-01
0016A000005UICrQAO,CCAP,TeleHealth,781.07,2018-02-01
0016A000005UICrQAO,CCAP,TeleHealth,26.13,2018-02-01
0016A000005UICrQAO,CCAP,TeleHealth,783.87,2018-03-01
0016A000005UICrQAO,CCAP,TeleHealth,28.93,2018-03-01
